Person1_Age,Person2_Age,Person1_Gender,Person2_Gender,Same_Last_Name,Marital_Status,Living_Together_Duration,Household_Role_P1,Household_Role_P2,Relationship_Label
21,30,Female,Female,Yes,Single,27.7,Sister,Sister,Sister-Sister
36,38,Male,Female,No,Single,15.8,Roommate,Roommate,Unrelated
19,20,Female,Female,Yes,Single,28.4,Sister,Sister,Sister-Sister
7,2,Male,Female,Yes,Single,5.0,Brother,Sister,Brother-Sister
31,36,Male,Male,Yes,Single,13.7,Brother,Brother,Brother-Brother
77,33,Male,Male,Yes,Married,21.1,Grandfather,Grandson,Grandfather-Grandson
48,44,Male,Female,Yes,Married,9.3,Husband,Wife,Husband-Wife
52,22,Female,Male,Yes,Divorced,23.4,Mother,Son,Mother-Son
60,19,Male,Female,Yes,Single,1.8,Grandfather,Granddaughter,Grandfather-Granddaughter
53,13,Male,Male,Yes,Divorced,19.0,Grandfather,Grandson,Grandfather-Grandson
44,23,Male,Male,Yes,Divorced,12.2,Father,Son,Father-Son
44,56,Female,Male,No,Single,15.1,Roommate,Roommate,Unrelated
17,10,Female,Female,Yes,Single,16.6,Sister,Sister,Sister-Sister
50,5,Female,Female,Yes,Divorced,22.8,Grandmother,Granddaughter,Grandmother-Granddaughter
38,16,Female,Female,Yes,Divorced,18.2,Mother,Daughter,Mother-Daughter
78,29,Female,Male,Yes,Single,18.2,Grandmother,Grandson,Grandmother-Grandson
78,4,Male,Male,Yes,Married,19.9,Grandfather,Grandson,Grandfather-Grandson
88,9,Male,Female,Yes,Widowed,22.0,Grandfather,Granddaughter,Grandfather-Granddaughter
82,1,Male,Male,Yes,Divorced,16.0,Grandfather,Grandson,Grandfather-Grandson
88,26,Female,Female,Yes,Married,9.8,Grandmother,Granddaughter,Grandmother-Granddaughter
50,2,Female,Male,Yes,Single,11.2,Grandmother,Grandson,Grandmother-Grandson
56,7,Male,Female,Yes,Divorced,8.4,Grandfather,Granddaughter,Grandfather-Granddaughter
70,10,Male,Male,Yes,Divorced,11.8,Grandfather,Grandson,Grandfather-Grandson
69,29,Female,Male,Yes,Divorced,7.7,Grandmother,Grandson,Grandmother-Grandson
50,68,Male,Male,No,Single,9.9,Roommate,Roommate,Unrelated
24,46,Female,Male,No,Single,27.2,Roommate,Roommate,Unrelated
7,3,Male,Female,Yes,Single,17.5,Brother,Sister,Brother-Sister
58,55,Female,Female,Yes,Single,24.3,Sister,Sister,Sister-Sister
27,23,Male,Female,Yes,Married,2.0,Husband,Wife,Husband-Wife
36,2,Male,Male,Yes,Divorced,3.5,Father,Son,Father-Son
27,9,Female,Male,Yes,Widowed,15.2,Mother,Son,Mother-Son
42,6,Female,Female,Yes,Married,18.6,Mother,Daughter,Mother-Daughter
67,9,Male,Female,Yes,Divorced,8.7,Grandfather,Granddaughter,Grandfather-Granddaughter
45,0,Female,Male,Yes,Married,7.6,Mother,Son,Mother-Son
39,34,Male,Male,Yes,Single,7.5,Brother,Brother,Brother-Brother
61,7,Male,Female,Yes,Divorced,11.2,Grandfather,Granddaughter,Grandfather-Granddaughter
18,23,Male,Male,Yes,Single,24.9,Brother,Brother,Brother-Brother
14,22,Female,Female,Yes,Single,29.5,Sister,Sister,Sister-Sister
62,25,Female,Male,Yes,Married,28.2,Grandmother,Grandson,Grandmother-Grandson
53,35,Female,Female,Yes,Divorced,13.0,Mother,Daughter,Mother-Daughter
51,41,Male,Female,Yes,Single,3.9,Brother,Sister,Brother-Sister
24,20,Male,Female,Yes,Married,20.5,Husband,Wife,Husband-Wife
56,20,Male,Male,Yes,Married,17.3,Grandfather,Grandson,Grandfather-Grandson
59,59,Female,Female,Yes,Single,17.4,Sister,Sister,Sister-Sister
66,6,Male,Female,Yes,Widowed,7.7,Grandfather,Granddaughter,Grandfather-Granddaughter
23,59,Male,Female,No,Single,26.6,Roommate,Roommate,Unrelated
10,4,Male,Male,Yes,Single,22.7,Brother,Brother,Brother-Brother
64,6,Female,Male,Yes,Divorced,16.4,Grandmother,Grandson,Grandmother-Grandson
68,19,Female,Female,Yes,Single,13.7,Grandmother,Granddaughter,Grandmother-Granddaughter
68,9,Female,Female,Yes,Married,19.5,Grandmother,Granddaughter,Grandmother-Granddaughter
60,17,Female,Male,Yes,Widowed,22.5,Grandmother,Grandson,Grandmother-Grandson
21,26,Male,Female,Yes,Married,16.0,Husband,Wife,Husband-Wife
59,2,Male,Female,Yes,Married,29.4,Father,Daughter,Father-Daughter
74,14,Male,Female,Yes,Widowed,20.4,Grandfather,Granddaughter,Grandfather-Granddaughter
64,7,Female,Male,Yes,Divorced,18.3,Grandmother,Grandson,Grandmother-Grandson
63,28,Female,Male,Yes,Married,29.7,Grandmother,Grandson,Grandmother-Grandson
34,8,Male,Female,Yes,Widowed,1.7,Father,Daughter,Father-Daughter
78,28,Male,Male,Yes,Single,15.3,Grandfather,Grandson,Grandfather-Grandson
61,67,Male,Male,No,Single,6.1,Roommate,Roommate,Unrelated
54,31,Female,Male,Yes,Single,4.9,Roommate,Roommate,Unrelated
44,63,Female,Male,No,Single,20.8,Roommate,Roommate,Unrelated
69,26,Female,Male,Yes,Single,3.7,Grandmother,Grandson,Grandmother-Grandson
51,11,Male,Male,Yes,Divorced,8.9,Grandfather,Grandson,Grandfather-Grandson
67,25,Female,Female,Yes,Widowed,1.4,Grandmother,Granddaughter,Grandmother-Granddaughter
38,18,Male,Female,Yes,Divorced,1.2,Father,Daughter,Father-Daughter
28,1,Female,Male,Yes,Divorced,1.6,Mother,Son,Mother-Son
45,25,Female,Female,Yes,Divorced,19.5,Mother,Daughter,Mother-Daughter
65,27,Male,Female,Yes,Widowed,1.9,Grandfather,Granddaughter,Grandfather-Granddaughter
55,35,Female,Male,Yes,Single,7.6,Mother,Son,Mother-Son
46,45,Female,Female,Yes,Single,8.1,Sister,Sister,Sister-Sister
38,30,Male,Female,Yes,Married,7.8,Husband,Wife,Husband-Wife
69,47,Male,Female,Yes,Widowed,0.9,Father,Daughter,Father-Daughter
48,53,Female,Female,No,Single,8.5,Roommate,Roommate,Unrelated
30,12,Male,Male,Yes,Married,29.4,Father,Son,Father-Son
54,16,Male,Male,Yes,Divorced,18.4,Father,Son,Father-Son
39,19,Female,Male,Yes,Divorced,25.3,Mother,Son,Mother-Son
51,3,Female,Male,Yes,Widowed,16.2,Mother,Son,Mother-Son
14,13,Male,Male,Yes,Single,4.0,Brother,Brother,Brother-Brother
53,19,Female,Female,No,Single,26.8,Roommate,Roommate,Unrelated
66,39,Male,Female,Yes,Widowed,26.8,Father,Daughter,Father-Daughter
64,4,Male,Male,Yes,Widowed,26.9,Father,Son,Father-Son
49,33,Female,Female,No,Single,2.1,Roommate,Roommate,Unrelated
60,8,Female,Male,Yes,Married,11.8,Grandmother,Grandson,Grandmother-Grandson
40,17,Female,Male,Yes,Single,9.3,Mother,Son,Mother-Son
38,2,Male,Male,Yes,Widowed,19.2,Father,Son,Father-Son
38,36,Female,Female,Yes,Single,24.6,Sister,Sister,Sister-Sister
33,13,Male,Female,Yes,Widowed,25.4,Father,Daughter,Father-Daughter
52,51,Female,Male,Yes,Single,20.7,Roommate,Roommate,Unrelated
72,22,Female,Male,Yes,Married,15.8,Grandmother,Grandson,Grandmother-Grandson
9,6,Female,Female,Yes,Single,22.7,Sister,Sister,Sister-Sister
64,24,Male,Female,Yes,Married,5.1,Father,Daughter,Father-Daughter
36,3,Male,Female,Yes,Married,15.7,Father,Daughter,Father-Daughter
77,19,Female,Female,Yes,Widowed,3.6,Grandmother,Granddaughter,Grandmother-Granddaughter
85,35,Male,Male,Yes,Widowed,17.6,Grandfather,Grandson,Grandfather-Grandson
19,13,Female,Female,Yes,Single,4.4,Sister,Sister,Sister-Sister
33,27,Female,Female,Yes,Single,2.7,Sister,Sister,Sister-Sister
37,31,Male,Female,Yes,Married,3.7,Husband,Wife,Husband-Wife
65,23,Female,Female,Yes,Married,12.5,Grandmother,Granddaughter,Grandmother-Granddaughter
77,23,Male,Female,Yes,Married,14.9,Grandfather,Granddaughter,Grandfather-Granddaughter
60,11,Female,Male,Yes,Single,24.1,Grandmother,Grandson,Grandmother-Grandson
50,10,Female,Male,Yes,Single,10.1,Grandmother,Grandson,Grandmother-Grandson
63,32,Female,Female,No,Single,21.6,Roommate,Roommate,Unrelated
49,22,Female,Female,Yes,Divorced,7.0,Mother,Daughter,Mother-Daughter
53,32,Female,Male,Yes,Widowed,19.9,Mother,Son,Mother-Son
27,8,Female,Female,Yes,Single,19.9,Mother,Daughter,Mother-Daughter
18,17,Male,Male,Yes,Single,1.5,Brother,Brother,Brother-Brother
41,49,Male,Female,Yes,Single,11.7,Roommate,Roommate,Unrelated
48,35,Female,Female,No,Single,3.1,Roommate,Roommate,Unrelated
78,21,Female,Male,Yes,Married,26.3,Grandmother,Grandson,Grandmother-Grandson
79,5,Female,Male,Yes,Divorced,9.9,Grandmother,Grandson,Grandmother-Grandson
82,33,Male,Female,Yes,Divorced,27.5,Grandfather,Granddaughter,Grandfather-Granddaughter
74,38,Male,Male,Yes,Divorced,6.6,Grandfather,Grandson,Grandfather-Grandson
34,35,Female,Female,Yes,Single,27.9,Sister,Sister,Sister-Sister
50,51,Male,Male,Yes,Single,22.4,Brother,Brother,Brother-Brother
73,28,Female,Female,Yes,Widowed,2.7,Grandmother,Granddaughter,Grandmother-Granddaughter
60,19,Female,Female,Yes,Divorced,16.3,Grandmother,Granddaughter,Grandmother-Granddaughter
82,8,Male,Male,Yes,Married,2.3,Grandfather,Grandson,Grandfather-Grandson
58,5,Female,Male,Yes,Married,6.3,Grandmother,Grandson,Grandmother-Grandson
35,67,Male,Male,No,Single,26.0,Roommate,Roommate,Unrelated
74,35,Male,Female,Yes,Single,28.3,Grandfather,Granddaughter,Grandfather-Granddaughter
52,25,Female,Male,Yes,Married,17.5,Mother,Son,Mother-Son
60,40,Female,Male,Yes,Divorced,7.9,Mother,Son,Mother-Son
59,57,Male,Male,No,Single,16.2,Roommate,Roommate,Unrelated
63,25,Female,Female,Yes,Widowed,27.0,Grandmother,Granddaughter,Grandmother-Granddaughter
45,40,Female,Female,Yes,Single,1.9,Sister,Sister,Sister-Sister
34,41,Female,Female,Yes,Single,10.0,Sister,Sister,Sister-Sister
81,16,Male,Female,Yes,Widowed,10.4,Grandfather,Granddaughter,Grandfather-Granddaughter
55,5,Male,Male,Yes,Married,3.8,Father,Son,Father-Son
46,21,Male,Female,Yes,Married,20.7,Father,Daughter,Father-Daughter
37,43,Male,Female,Yes,Single,3.3,Brother,Sister,Brother-Sister
73,31,Male,Male,Yes,Married,7.3,Grandfather,Grandson,Grandfather-Grandson
46,28,Female,Female,Yes,Widowed,25.3,Mother,Daughter,Mother-Daughter
40,16,Female,Male,Yes,Single,16.8,Mother,Son,Mother-Son
47,37,Male,Female,Yes,Single,28.4,Brother,Sister,Brother-Sister
45,11,Female,Female,Yes,Divorced,26.8,Mother,Daughter,Mother-Daughter
45,53,Male,Female,Yes,Married,24.2,Husband,Wife,Husband-Wife
78,34,Male,Male,Yes,Widowed,10.2,Grandfather,Grandson,Grandfather-Grandson
55,1,Female,Male,Yes,Widowed,14.1,Mother,Son,Mother-Son
39,35,Female,Female,Yes,Single,29.9,Roommate,Roommate,Unrelated
23,18,Male,Female,Yes,Married,1.7,Husband,Wife,Husband-Wife
76,31,Female,Female,Yes,Divorced,4.7,Grandmother,Granddaughter,Grandmother-Granddaughter
31,39,Male,Female,Yes,Married,21.7,Husband,Wife,Husband-Wife
49,25,Female,Male,Yes,Divorced,19.2,Mother,Son,Mother-Son
43,38,Male,Female,No,Single,28.3,Roommate,Roommate,Unrelated
25,32,Male,Female,Yes,Married,20.7,Husband,Wife,Husband-Wife
60,4,Male,Male,Yes,Divorced,29.6,Father,Son,Father-Son
34,24,Male,Female,Yes,Married,1.9,Husband,Wife,Husband-Wife
49,14,Male,Female,Yes,Married,27.5,Father,Daughter,Father-Daughter
41,37,Male,Male,Yes,Single,23.5,Brother,Brother,Brother-Brother
54,52,Female,Female,Yes,Single,15.5,Sister,Sister,Sister-Sister
84,6,Male,Male,Yes,Widowed,24.9,Grandfather,Grandson,Grandfather-Grandson
88,31,Female,Female,Yes,Widowed,29.4,Grandmother,Granddaughter,Grandmother-Granddaughter
42,24,Female,Male,Yes,Widowed,2.6,Mother,Son,Mother-Son
51,53,Female,Female,No,Single,10.4,Roommate,Roommate,Unrelated
23,18,Male,Female,Yes,Married,21.5,Husband,Wife,Husband-Wife
56,12,Female,Female,Yes,Single,24.4,Grandmother,Granddaughter,Grandmother-Granddaughter
43,11,Male,Male,Yes,Widowed,22.7,Father,Son,Father-Son
46,21,Female,Male,Yes,Divorced,1.5,Mother,Son,Mother-Son
26,18,Female,Female,Yes,Single,6.7,Sister,Sister,Sister-Sister
28,32,Male,Female,Yes,Married,7.5,Husband,Wife,Husband-Wife
23,69,Male,Female,Yes,Single,4.4,Roommate,Roommate,Unrelated
52,3,Male,Female,Yes,Single,0.8,Father,Daughter,Father-Daughter
60,11,Female,Male,Yes,Single,25.8,Grandmother,Grandson,Grandmother-Grandson
58,5,Female,Female,Yes,Widowed,2.2,Mother,Daughter,Mother-Daughter
19,27,Male,Female,Yes,Single,29.9,Brother,Sister,Brother-Sister
49,16,Female,Male,Yes,Married,4.3,Mother,Son,Mother-Son
69,33,Male,Female,No,Single,24.5,Roommate,Roommate,Unrelated
55,12,Male,Female,Yes,Single,1.5,Father,Daughter,Father-Daughter
15,20,Female,Female,Yes,Single,14.5,Sister,Sister,Sister-Sister
33,15,Male,Female,Yes,Married,5.9,Father,Daughter,Father-Daughter
58,10,Male,Female,Yes,Single,27.5,Grandfather,Granddaughter,Grandfather-Granddaughter
55,1,Male,Male,Yes,Single,29.8,Father,Son,Father-Son
53,9,Female,Female,Yes,Widowed,7.8,Mother,Daughter,Mother-Daughter
67,1,Female,Female,Yes,Widowed,13.0,Grandmother,Granddaughter,Grandmother-Granddaughter
32,4,Female,Male,Yes,Widowed,9.4,Mother,Son,Mother-Son
53,65,Male,Male,No,Single,2.6,Roommate,Roommate,Unrelated
64,12,Male,Female,Yes,Married,9.0,Father,Daughter,Father-Daughter
34,6,Female,Female,Yes,Single,0.8,Mother,Daughter,Mother-Daughter
32,5,Male,Female,Yes,Single,20.7,Father,Daughter,Father-Daughter
62,14,Male,Male,Yes,Married,18.8,Grandfather,Grandson,Grandfather-Grandson
60,27,Male,Male,No,Single,15.6,Roommate,Roommate,Unrelated
44,56,Male,Female,Yes,Married,11.1,Husband,Wife,Husband-Wife
51,42,Female,Female,No,Single,7.4,Roommate,Roommate,Unrelated
54,21,Male,Male,Yes,Married,23.0,Father,Son,Father-Son
36,43,Male,Female,No,Single,9.4,Roommate,Roommate,Unrelated
64,6,Male,Female,Yes,Divorced,5.9,Father,Daughter,Father-Daughter
57,37,Female,Female,Yes,Married,11.8,Mother,Daughter,Mother-Daughter
49,50,Female,Female,Yes,Single,20.9,Sister,Sister,Sister-Sister
40,35,Female,Female,Yes,Single,4.0,Sister,Sister,Sister-Sister
27,28,Male,Female,Yes,Married,2.4,Husband,Wife,Husband-Wife
38,6,Male,Male,Yes,Widowed,18.4,Father,Son,Father-Son
20,12,Female,Female,Yes,Single,24.0,Sister,Sister,Sister-Sister
63,35,Male,Female,Yes,Widowed,2.9,Father,Daughter,Father-Daughter
65,20,Female,Female,No,Single,11.3,Roommate,Roommate,Unrelated
50,58,Male,Female,Yes,Single,15.7,Brother,Sister,Brother-Sister
66,5,Male,Male,Yes,Married,27.7,Grandfather,Grandson,Grandfather-Grandson
23,23,Female,Male,No,Single,25.4,Roommate,Roommate,Unrelated
30,31,Male,Male,Yes,Single,10.0,Brother,Brother,Brother-Brother
53,47,Male,Female,Yes,Single,19.1,Brother,Sister,Brother-Sister
44,14,Female,Female,Yes,Married,10.4,Mother,Daughter,Mother-Daughter
49,46,Male,Female,Yes,Single,0.9,Brother,Sister,Brother-Sister
45,41,Male,Male,Yes,Single,26.9,Brother,Brother,Brother-Brother
55,5,Male,Male,Yes,Married,14.8,Grandfather,Grandson,Grandfather-Grandson
67,79,Male,Female,Yes,Married,19.4,Husband,Wife,Husband-Wife
59,0,Female,Male,Yes,Widowed,10.4,Grandmother,Grandson,Grandmother-Grandson
44,66,Female,Male,No,Single,10.3,Roommate,Roommate,Unrelated
41,22,Female,Female,Yes,Married,13.8,Mother,Daughter,Mother-Daughter
46,17,Female,Female,Yes,Widowed,5.3,Mother,Daughter,Mother-Daughter
24,34,Male,Female,Yes,Single,1.7,Brother,Sister,Brother-Sister
40,15,Female,Female,Yes,Married,15.5,Mother,Daughter,Mother-Daughter
55,5,Male,Male,Yes,Widowed,26.9,Grandfather,Grandson,Grandfather-Grandson
15,16,Female,Female,Yes,Single,13.7,Sister,Sister,Sister-Sister
87,32,Male,Male,Yes,Single,5.4,Grandfather,Grandson,Grandfather-Grandson
40,56,Male,Female,No,Single,4.8,Roommate,Roommate,Unrelated
44,35,Male,Male,Yes,Single,13.9,Brother,Brother,Brother-Brother
87,41,Female,Female,Yes,Divorced,3.5,Grandmother,Granddaughter,Grandmother-Granddaughter
66,19,Female,Male,Yes,Married,27.7,Grandmother,Grandson,Grandmother-Grandson
56,30,Female,Female,Yes,Single,2.7,Mother,Daughter,Mother-Daughter
35,16,Female,Female,Yes,Married,19.2,Mother,Daughter,Mother-Daughter
21,24,Male,Male,Yes,Single,9.6,Brother,Brother,Brother-Brother
84,40,Female,Male,Yes,Divorced,19.7,Grandmother,Grandson,Grandmother-Grandson
65,29,Male,Female,Yes,Widowed,19.4,Grandfather,Granddaughter,Grandfather-Granddaughter
36,35,Female,Female,Yes,Single,18.7,Sister,Sister,Sister-Sister
31,7,Male,Female,Yes,Divorced,23.7,Father,Daughter,Father-Daughter
37,27,Male,Female,Yes,Single,2.2,Brother,Sister,Brother-Sister
69,31,Female,Male,Yes,Married,13.7,Grandmother,Grandson,Grandmother-Grandson
81,22,Male,Female,Yes,Widowed,1.0,Grandfather,Granddaughter,Grandfather-Granddaughter
34,4,Female,Male,Yes,Single,15.2,Mother,Son,Mother-Son
61,16,Male,Male,Yes,Divorced,2.7,Grandfather,Grandson,Grandfather-Grandson
46,6,Female,Female,Yes,Married,17.0,Mother,Daughter,Mother-Daughter
34,32,Female,Female,Yes,Single,29.0,Sister,Sister,Sister-Sister
42,13,Female,Male,Yes,Single,2.0,Mother,Son,Mother-Son
64,14,Female,Male,Yes,Single,28.5,Grandmother,Grandson,Grandmother-Grandson
27,52,Male,Male,Yes,Single,27.6,Roommate,Roommate,Unrelated
76,25,Female,Female,Yes,Married,6.8,Grandmother,Granddaughter,Grandmother-Granddaughter
64,10,Male,Female,Yes,Widowed,16.2,Grandfather,Granddaughter,Grandfather-Granddaughter
55,11,Male,Male,Yes,Married,29.2,Father,Son,Father-Son
46,10,Male,Female,Yes,Divorced,1.7,Father,Daughter,Father-Daughter
77,1,Male,Male,Yes,Single,16.1,Grandfather,Grandson,Grandfather-Grandson
48,5,Female,Male,Yes,Widowed,2.4,Mother,Son,Mother-Son
55,20,Male,Female,Yes,Divorced,19.0,Father,Daughter,Father-Daughter
24,31,Female,Female,Yes,Single,29.0,Sister,Sister,Sister-Sister
53,15,Male,Female,Yes,Widowed,20.1,Father,Daughter,Father-Daughter
34,13,Female,Male,Yes,Single,15.6,Mother,Son,Mother-Son
37,7,Male,Male,Yes,Widowed,17.6,Father,Son,Father-Son
57,16,Male,Female,Yes,Divorced,19.8,Father,Daughter,Father-Daughter
63,20,Male,Female,Yes,Widowed,17.9,Grandfather,Granddaughter,Grandfather-Granddaughter
12,10,Male,Female,Yes,Single,24.8,Brother,Sister,Brother-Sister
77,15,Female,Male,Yes,Widowed,16.8,Grandmother,Grandson,Grandmother-Grandson
14,18,Female,Female,Yes,Single,29.1,Sister,Sister,Sister-Sister
62,7,Female,Male,Yes,Divorced,8.0,Mother,Son,Mother-Son
66,16,Female,Male,Yes,Single,4.1,Grandmother,Grandson,Grandmother-Grandson
56,6,Female,Female,Yes,Married,21.5,Mother,Daughter,Mother-Daughter
51,16,Male,Female,Yes,Married,11.7,Grandfather,Granddaughter,Grandfather-Granddaughter
60,14,Male,Female,Yes,Widowed,5.4,Grandfather,Granddaughter,Grandfather-Granddaughter
75,8,Male,Female,Yes,Married,9.9,Grandfather,Granddaughter,Grandfather-Granddaughter
51,49,Male,Male,Yes,Single,13.0,Brother,Brother,Brother-Brother
58,0,Female,Male,Yes,Widowed,11.3,Grandmother,Grandson,Grandmother-Grandson
67,41,Male,Female,Yes,Single,21.9,Father,Daughter,Father-Daughter
69,65,Male,Female,Yes,Married,17.1,Husband,Wife,Husband-Wife
39,3,Female,Male,Yes,Divorced,15.8,Mother,Son,Mother-Son
80,6,Female,Male,Yes,Married,17.5,Grandmother,Grandson,Grandmother-Grandson
41,3,Female,Female,Yes,Married,22.4,Mother,Daughter,Mother-Daughter
35,4,Male,Male,Yes,Widowed,28.9,Father,Son,Father-Son
43,20,Female,Female,Yes,Widowed,14.0,Mother,Daughter,Mother-Daughter
55,6,Female,Male,Yes,Widowed,11.2,Mother,Son,Mother-Son
76,21,Male,Male,Yes,Married,3.8,Grandfather,Grandson,Grandfather-Grandson
36,10,Female,Female,Yes,Widowed,29.1,Mother,Daughter,Mother-Daughter
51,16,Female,Female,Yes,Widowed,12.5,Mother,Daughter,Mother-Daughter
36,37,Male,Female,Yes,Married,26.1,Husband,Wife,Husband-Wife
8,4,Female,Female,Yes,Single,3.4,Sister,Sister,Sister-Sister
45,17,Female,Male,Yes,Married,22.6,Mother,Son,Mother-Son
50,4,Male,Female,Yes,Married,10.4,Grandfather,Granddaughter,Grandfather-Granddaughter
60,65,Male,Male,Yes,Single,22.3,Brother,Brother,Brother-Brother
86,0,Female,Female,Yes,Married,7.2,Grandmother,Granddaughter,Grandmother-Granddaughter
32,21,Male,Female,Yes,Married,5.3,Husband,Wife,Husband-Wife
34,42,Male,Male,Yes,Single,3.1,Roommate,Roommate,Unrelated
74,35,Male,Male,Yes,Widowed,16.4,Grandfather,Grandson,Grandfather-Grandson
24,26,Male,Female,Yes,Single,1.7,Brother,Sister,Brother-Sister
59,0,Male,Female,Yes,Married,19.4,Father,Daughter,Father-Daughter
51,9,Female,Male,Yes,Widowed,6.4,Grandmother,Grandson,Grandmother-Grandson
58,12,Female,Female,Yes,Single,20.9,Mother,Daughter,Mother-Daughter
56,17,Female,Male,Yes,Single,23.8,Grandmother,Grandson,Grandmother-Grandson
9,4,Female,Female,Yes,Single,13.1,Sister,Sister,Sister-Sister
51,7,Female,Male,Yes,Widowed,7.9,Mother,Son,Mother-Son
84,34,Female,Female,Yes,Widowed,8.6,Grandmother,Granddaughter,Grandmother-Granddaughter
65,62,Male,Female,Yes,Married,4.2,Husband,Wife,Husband-Wife
86,47,Female,Female,Yes,Single,15.4,Grandmother,Granddaughter,Grandmother-Granddaughter
42,18,Male,Male,No,Single,21.8,Roommate,Roommate,Unrelated
66,42,Male,Male,Yes,Single,11.6,Father,Son,Father-Son
77,16,Female,Male,Yes,Widowed,13.4,Grandmother,Grandson,Grandmother-Grandson
64,13,Male,Female,Yes,Married,10.1,Father,Daughter,Father-Daughter
28,25,Male,Female,Yes,Married,20.7,Husband,Wife,Husband-Wife
82,33,Female,Male,Yes,Single,0.6,Grandmother,Grandson,Grandmother-Grandson
10,0,Male,Male,Yes,Single,3.2,Brother,Brother,Brother-Brother
58,1,Male,Female,Yes,Married,16.6,Grandfather,Granddaughter,Grandfather-Granddaughter
45,0,Male,Male,Yes,Widowed,19.5,Father,Son,Father-Son
56,12,Male,Male,Yes,Divorced,6.3,Grandfather,Grandson,Grandfather-Grandson
41,39,Female,Female,Yes,Single,20.1,Sister,Sister,Sister-Sister
84,34,Female,Female,Yes,Single,24.8,Grandmother,Granddaughter,Grandmother-Granddaughter
90,49,Male,Female,Yes,Single,29.4,Grandfather,Granddaughter,Grandfather-Granddaughter
81,19,Female,Female,Yes,Widowed,11.3,Grandmother,Granddaughter,Grandmother-Granddaughter
84,25,Male,Female,Yes,Married,25.3,Grandfather,Granddaughter,Grandfather-Granddaughter
74,3,Male,Male,Yes,Widowed,5.6,Grandfather,Grandson,Grandfather-Grandson
51,54,Male,Female,Yes,Married,23.4,Husband,Wife,Husband-Wife
18,17,Female,Female,Yes,Single,4.4,Sister,Sister,Sister-Sister
39,20,Female,Female,Yes,Widowed,29.8,Mother,Daughter,Mother-Daughter
66,40,Male,Male,Yes,Single,9.1,Father,Son,Father-Son
32,5,Female,Male,Yes,Widowed,6.4,Mother,Son,Mother-Son
45,13,Female,Male,Yes,Married,11.1,Mother,Son,Mother-Son
60,39,Male,Male,Yes,Widowed,10.4,Father,Son,Father-Son
59,16,Female,Female,Yes,Widowed,5.5,Grandmother,Granddaughter,Grandmother-Granddaughter
43,16,Female,Female,Yes,Divorced,4.7,Mother,Daughter,Mother-Daughter
51,20,Male,Female,Yes,Divorced,13.6,Father,Daughter,Father-Daughter
43,14,Female,Male,Yes,Married,20.9,Mother,Son,Mother-Son
59,21,Female,Female,Yes,Divorced,14.5,Mother,Daughter,Mother-Daughter
15,21,Male,Male,Yes,Single,8.5,Brother,Brother,Brother-Brother
44,5,Female,Female,Yes,Married,28.7,Mother,Daughter,Mother-Daughter
45,14,Male,Male,Yes,Single,4.0,Father,Son,Father-Son
42,50,Female,Female,Yes,Single,14.3,Sister,Sister,Sister-Sister
53,58,Male,Female,Yes,Single,9.8,Brother,Sister,Brother-Sister
43,39,Male,Female,Yes,Married,19.3,Husband,Wife,Husband-Wife
12,13,Male,Female,Yes,Single,18.9,Brother,Sister,Brother-Sister
44,17,Male,Female,Yes,Widowed,12.2,Father,Daughter,Father-Daughter
38,28,Male,Male,Yes,Single,24.1,Brother,Brother,Brother-Brother
58,9,Female,Male,Yes,Single,16.5,Grandmother,Grandson,Grandmother-Grandson
69,9,Male,Male,Yes,Married,11.6,Father,Son,Father-Son
62,0,Male,Male,Yes,Single,17.3,Grandfather,Grandson,Grandfather-Grandson
14,23,Male,Female,Yes,Single,28.0,Brother,Sister,Brother-Sister
39,44,Male,Female,Yes,Single,24.9,Brother,Sister,Brother-Sister
76,6,Male,Male,Yes,Married,21.0,Grandfather,Grandson,Grandfather-Grandson
13,12,Female,Female,Yes,Single,19.3,Sister,Sister,Sister-Sister
27,20,Male,Male,Yes,Single,11.0,Brother,Brother,Brother-Brother
30,32,Male,Female,Yes,Single,19.9,Brother,Sister,Brother-Sister
54,1,Male,Female,Yes,Widowed,23.1,Grandfather,Granddaughter,Grandfather-Granddaughter
26,8,Female,Female,Yes,Single,26.7,Mother,Daughter,Mother-Daughter
49,15,Male,Female,Yes,Widowed,5.8,Father,Daughter,Father-Daughter
43,60,Female,Male,No,Single,3.6,Roommate,Roommate,Unrelated
85,25,Female,Male,Yes,Divorced,8.0,Grandmother,Grandson,Grandmother-Grandson
56,2,Male,Male,Yes,Divorced,5.6,Father,Son,Father-Son
60,50,Male,Female,Yes,Single,18.2,Brother,Sister,Brother-Sister
79,37,Male,Male,Yes,Widowed,8.6,Grandfather,Grandson,Grandfather-Grandson
60,25,Female,Female,Yes,Single,21.0,Grandmother,Granddaughter,Grandmother-Granddaughter
63,23,Male,Male,Yes,Single,26.8,Grandfather,Grandson,Grandfather-Grandson
54,62,Female,Female,Yes,Single,14.1,Sister,Sister,Sister-Sister
33,1,Male,Male,Yes,Single,18.0,Father,Son,Father-Son
80,33,Male,Male,Yes,Widowed,16.1,Grandfather,Grandson,Grandfather-Grandson
57,17,Male,Female,Yes,Married,16.7,Grandfather,Granddaughter,Grandfather-Granddaughter
37,64,Female,Female,No,Single,13.8,Roommate,Roommate,Unrelated
54,49,Male,Female,Yes,Married,3.4,Husband,Wife,Husband-Wife
