order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,,scj,Aalopuri,Vadapav,Panipuri,Frankie,sandwich,Cd coffee,,,,
717,10-11-2022,Sugarcane juice,Beverages,25,15,375,,Mrs.,Evening,Thursday,,,,,,,,,,,
718,12/28/2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Afternoon,12/28/2022,,,,,,,,,,,
719,05-09-2022,Vadapav,Fastfood,20,15,300,Cash,Mrs.,Midnight,Monday,,,,,,,,,,,
720,05-10-2022,Frankie,Fastfood,50,14,700,Cash,Mrs.,Morning,Wednesday,,,,,,,,,,,
721,8/13/2022,Panipuri,Fastfood,20,12,240,,Mr.,Afternoon,8/13/2022,,,,,,,,,,,
722,9/14/2022,Vadapav,Fastfood,20,15,300,,Mr.,Midnight,9/14/2022,,,,,,,,,,,
723,2/16/2023,Cold coffee,Beverages,40,10,400,Online,Mr.,Evening,2/16/2023,,,,,,,,,,,
724,6/27/2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Night,6/27/2022,,,,,,,,,,,
725,07-04-2022,Vadapav,Fastfood,20,6,120,Online,Mrs.,Afternoon,Thursday,,,,,,,,,,,
726,09-11-2022,Panipuri,Fastfood,20,1,20,Online,Mr.,Morning,Wednesday,,,,,,,,,,,
727,8/25/2022,Aalopuri,Fastfood,20,5,100,Cash,Mrs.,Midnight,8/25/2022,,,,,,,,,,,
728,08-03-2022,Vadapav,Fastfood,20,1,20,Online,Mr.,Midnight,Tuesday,,,,,,,,,,,
729,11/24/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night,11/24/2022,,,,,,,,,,,
730,6/28/2022,Frankie,Fastfood,50,13,650,Cash,Mrs.,Afternoon,6/28/2022,,,,,,,,,,,
731,03-09-2023,Frankie,Fastfood,50,10,500,Cash,Mrs.,Afternoon,Sunday,,,,,,,,,,,
732,6/13/2022,Panipuri,Fastfood,20,7,140,,Mrs.,Midnight,6/13/2022,,,,,,,,,,,
733,02-03-2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Evening,Thursday,,,,,,,,,,,
734,10-07-2022,Frankie,Fastfood,50,7,350,Cash,Mr.,Evening,Sunday,,,,,,,,,,,
735,08-10-2022,Panipuri,Fastfood,20,11,220,Cash,Mr.,Morning,Saturday,,,,,,,,,,,
736,9/25/2022,Panipuri,Fastfood,20,13,260,,Mr.,Afternoon,9/25/2022,,,,,,,,,,,
737,9/20/2022,Frankie,Fastfood,50,13,650,Online,Mrs.,Night,9/20/2022,,,,,,,,,,,
738,03-01-2023,Sandwich,Fastfood,60,4,240,Online,Mrs.,Morning,Tuesday,,,,,,,,,,,
739,06-06-2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Night,Monday,,,,,,,,,,,
740,7/30/2022,Aalopuri,Fastfood,20,9,180,Cash,Mr.,Midnight,7/30/2022,,,,,,,,,,,
741,7/16/2022,Aalopuri,Fastfood,20,5,100,Online,Mr.,Afternoon,7/16/2022,,,,,,,,,,,
742,11/18/2022,Panipuri,Fastfood,20,14,280,Online,Mr.,Night,11/18/2022,,,,,,,,,,,
743,11-09-2022,Panipuri,Fastfood,20,1,20,Cash,Mr.,Morning,Sunday,,,,,,,,,,,
744,6/25/2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Morning,6/25/2022,,,,,,,,,,,
745,09-11-2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Evening,Wednesday,,,,,,,,,,,
746,08-05-2022,Sugarcane juice,Beverages,25,5,125,Online,Mrs.,Midnight,Sunday,,,,,,,,,,,
747,1/14/2023,Cold coffee,Beverages,40,3,120,Cash,Mrs.,Midnight,1/14/2023,,,,,,,,,,,
748,9/20/2022,Sandwich,Fastfood,60,14,840,Cash,Mrs.,Night,9/20/2022,,,,,,,,,,,
749,8/31/2022,Vadapav,Fastfood,20,11,220,Cash,Mr.,Morning,8/31/2022,,,,,,,,,,,
750,02-01-2023,Frankie,Fastfood,50,1,50,Online,Mr.,Evening,Monday,,,,,,,,,,,
751,9/16/2022,Vadapav,Fastfood,20,2,40,Cash,Mr.,Afternoon,9/16/2022,,,,,,,,,,,
752,06-04-2022,Panipuri,Fastfood,20,2,40,Online,Mrs.,Morning,Wednesday,,,,,,,,,,,
753,6/26/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mr.,Midnight,6/26/2022,,,,,,,,,,,
754,12/29/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Evening,12/29/2022,,,,,,,,,,,
755,01-02-2023,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Night,Wednesday,,,,,,,,,,,
756,10/21/2022,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Morning,10/21/2022,,,,,,,,,,,
757,12/25/2022,Sugarcane juice,Beverages,25,11,275,Online,Mr.,Morning,12/25/2022,,,,,,,,,,,
758,9/25/2022,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening,9/25/2022,,,,,,,,,,,
759,12/25/2022,Sugarcane juice,Beverages,25,13,325,Online,Mr.,Midnight,12/25/2022,,,,,,,,,,,
760,11/14/2022,Sugarcane juice,Beverages,25,1,25,Online,Mrs.,Evening,11/14/2022,,,,,,,,,,,
761,11-12-2022,Sandwich,Fastfood,60,3,180,,Mrs.,Midnight,Sunday,,,,,,,,,,,
762,04-09-2022,Vadapav,Fastfood,20,12,240,Online,Mrs.,Midnight,Sunday,,,,,,,,,,,
763,07-04-2022,Vadapav,Fastfood,20,14,280,,Mrs.,Night,Thursday,,,,,,,,,,,
764,2/14/2023,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night,2/14/2023,,,,,,,,,,,
765,6/15/2022,Sandwich,Fastfood,60,13,780,Cash,Mr.,Night,6/15/2022,,,,,,,,,,,
766,6/19/2022,Sandwich,Fastfood,60,10,600,Online,Mrs.,Morning,6/19/2022,,,,,,,,,,,
767,2/26/2023,Frankie,Fastfood,50,8,400,Cash,Mrs.,Afternoon,2/26/2023,,,,,,,,,,,
768,01-12-2023,Sandwich,Fastfood,60,14,840,Cash,Mr.,Afternoon,Friday,,,,,,,,,,,
769,06-07-2022,Frankie,Fastfood,50,8,400,Cash,Mr.,Morning,Wednesday,,,,,,,,,,,
770,2/22/2023,Aalopuri,Fastfood,20,8,160,Cash,Mrs.,Morning,2/22/2023,,,,,,,,,,,
771,8/15/2022,Panipuri,Fastfood,20,5,100,Online,Mrs.,Midnight,8/15/2022,,,,,,,,,,,
772,3/20/2023,Cold coffee,Beverages,40,9,360,Cash,Mr.,Evening,3/20/2023,,,,,,,,,,,
773,8/14/2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Afternoon,8/14/2022,,,,,,,,,,,
774,3/15/2023,Vadapav,Fastfood,20,1,20,Online,Mrs.,Night,3/15/2023,,,,,,,,,,,
775,3/27/2023,Sandwich,Fastfood,60,6,360,Cash,Mr.,Night,3/27/2023,,,,,,,,,,,
776,02-07-2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Midnight,Sunday,,,,,,,,,,,
777,10/23/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Morning,10/23/2022,,,,,,,,,,,
778,06-11-2022,Frankie,Fastfood,50,13,650,Cash,Mr.,Evening,Sunday,,,,,,,,,,,
779,1/16/2023,Sandwich,Fastfood,60,13,780,,Mr.,Night,1/16/2023,,,,,,,,,,,
780,11/27/2022,Sugarcane juice,Beverages,25,13,325,Online,Mrs.,Afternoon,11/27/2022,,,,,,,,,,,
781,5/27/2022,Aalopuri,Fastfood,20,10,200,Online,Mr.,Midnight,5/27/2022,,,,,,,,,,,
782,12/16/2022,Aalopuri,Fastfood,20,5,100,Online,Mr.,Night,12/16/2022,,,,,,,,,,,
783,4/29/2022,Aalopuri,Fastfood,20,8,160,Cash,Mr.,Morning,4/29/2022,,,,,,,,,,,
784,07-09-2022,Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning,Wednesday,,,,,,,,,,,
785,12-07-2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Afternoon,Tuesday,,,,,,,,,,,
786,3/13/2023,Sandwich,Fastfood,60,14,840,Online,Mrs.,Night,3/13/2023,,,,,,,,,,,
787,3/25/2023,Aalopuri,Fastfood,20,2,40,Cash,Mrs.,Afternoon,3/25/2023,,,,,,,,,,,
788,8/13/2022,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon,8/13/2022,,,,,,,,,,,
789,08-03-2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning,Tuesday,,,,,,,,,,,
790,7/20/2022,Panipuri,Fastfood,20,3,60,Cash,Mrs.,Evening,7/20/2022,,,,,,,,,,,
791,04-07-2022,Vadapav,Fastfood,20,3,60,,Mr.,Midnight,Monday,,,,,,,,,,,
792,2/25/2023,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Morning,2/25/2023,,,,,,,,,,,
793,8/30/2022,Sandwich,Fastfood,60,6,360,Cash,Mrs.,Night,8/30/2022,,,,,,,,,,,
794,10-02-2022,Sugarcane juice,Beverages,25,5,125,Online,Mr.,Afternoon,Thursday,,,,,,,,,,,
795,01-10-2023,Vadapav,Fastfood,20,9,180,Cash,Mr.,Evening,Sunday,,,,,,,,,,,
796,6/25/2022,Sugarcane juice,Beverages,25,14,350,Online,Mr.,Night,6/25/2022,,,,,,,,,,,
797,11/26/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Night,11/26/2022,,,,,,,,,,,
798,5/22/2022,Frankie,Fastfood,50,12,600,,Mr.,Night,5/22/2022,,,,,,,,,,,
799,01-11-2023,Panipuri,Fastfood,20,1,20,Online,Mrs.,Night,Wednesday,,,,,,,,,,,
800,11-06-2022,Cold coffee,Beverages,40,14,560,Cash,Mr.,Night,Saturday,,,,,,,,,,,
801,4/28/2022,Aalopuri,Fastfood,20,7,140,Cash,Mrs.,Evening,4/28/2022,,,,,,,,,,,
802,1/23/2023,Sandwich,Fastfood,60,7,420,Online,Mrs.,Afternoon,1/23/2023,,,,,,,,,,,
803,8/27/2022,Vadapav,Fastfood,20,5,100,,Mr.,Night,8/27/2022,,,,,,,,,,,
804,10-11-2022,Cold coffee,Beverages,40,12,480,Online,Mrs.,Night,Thursday,,,,,,,,,,,
805,05-08-2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Afternoon,Friday,,,,,,,,,,,
806,5/23/2022,Vadapav,Fastfood,20,3,60,Online,Mr.,Evening,5/23/2022,,,,,,,,,,,
807,6/13/2022,Frankie,Fastfood,50,1,50,Online,Mrs.,Midnight,6/13/2022,,,,,,,,,,,
808,9/21/2022,Panipuri,Fastfood,20,1,20,Online,Mr.,Morning,9/21/2022,,,,,,,,,,,
809,12-12-2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Evening,Monday,,,,,,,,,,,
810,12/27/2022,Vadapav,Fastfood,20,3,60,Online,Mr.,Morning,12/27/2022,,,,,,,,,,,
811,03-02-2023,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Afternoon,Friday,,,,,,,,,,,
812,08-08-2022,Panipuri,Fastfood,20,5,100,Cash,Mr.,Afternoon,Monday,,,,,,,,,,,
813,10/13/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Afternoon,10/13/2022,,,,,,,,,,,
814,10-05-2022,Vadapav,Fastfood,20,13,260,Cash,Mrs.,Midnight,Tuesday,,,,,,,,,,,
815,4/20/2022,Cold coffee,Beverages,40,12,480,Online,Mrs.,Afternoon,4/20/2022,,,,,,,,,,,
816,01-11-2023,Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Morning,Wednesday,,,,,,,,,,,
817,5/21/2022,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Evening,5/21/2022,,,,,,,,,,,
818,2/28/2023,Frankie,Fastfood,50,6,300,Cash,Mr.,Night,2/28/2023,,,,,,,,,,,
819,10-12-2022,Vadapav,Fastfood,20,10,200,Cash,Mr.,Evening,Saturday,,,,,,,,,,,
820,2/24/2023,Aalopuri,Fastfood,20,3,60,,Mr.,Midnight,2/24/2023,,,,,,,,,,,
821,7/24/2022,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Midnight,7/24/2022,,,,,,,,,,,
822,6/17/2022,Panipuri,Fastfood,20,12,240,Online,Mr.,Morning,6/17/2022,,,,,,,,,,,
823,2/13/2023,Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight,2/13/2023,,,,,,,,,,,
824,1/18/2023,Vadapav,Fastfood,20,2,40,Online,Mrs.,Evening,1/18/2023,,,,,,,,,,,
825,10/30/2022,Panipuri,Fastfood,20,14,280,Cash,Mrs.,Morning,10/30/2022,,,,,,,,,,,
826,12-02-2022,Sandwich,Fastfood,60,15,900,Cash,Mrs.,Night,Saturday,,,,,,,,,,,
827,01-06-2023,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight,Thursday,,,,,,,,,,,
828,8/18/2022,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening,8/18/2022,,,,,,,,,,,
829,9/19/2022,Cold coffee,Beverages,40,6,240,Cash,Mr.,Night,9/19/2022,,,,,,,,,,,
830,11/28/2022,Cold coffee,Beverages,40,9,360,,Mr.,Night,11/28/2022,,,,,,,,,,,
831,08-01-2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Morning,Saturday,,,,,,,,,,,
832,06-06-2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Morning,Monday,,,,,,,,,,,
833,09-01-2022,Panipuri,Fastfood,20,2,40,Online,Mrs.,Evening,Sunday,,,,,,,,,,,
834,5/25/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Evening,5/25/2022,,,,,,,,,,,
835,9/27/2022,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon,9/27/2022,,,,,,,,,,,
836,8/31/2022,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Midnight,8/31/2022,,,,,,,,,,,
837,5/19/2022,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight,5/19/2022,,,,,,,,,,,
838,7/31/2022,Cold coffee,Beverages,40,9,360,Online,Mrs.,Morning,7/31/2022,,,,,,,,,,,
839,05-08-2022,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Afternoon,Friday,,,,,,,,,,,
840,2/18/2023,Cold coffee,Beverages,40,15,600,,Mrs.,Midnight,2/18/2023,,,,,,,,,,,
841,02-03-2023,Vadapav,Fastfood,20,9,180,Cash,Mr.,Night,Thursday,,,,,,,,,,,
842,5/25/2022,Panipuri,Fastfood,20,2,40,Cash,Mrs.,Evening,5/25/2022,,,,,,,,,,,
843,07-04-2022,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Morning,Thursday,,,,,,,,,,,
844,05-04-2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning,Tuesday,,,,,,,,,,,
845,07-01-2022,Cold coffee,Beverages,40,6,240,Online,Mrs.,Evening,Friday,,,,,,,,,,,
846,4/20/2022,Aalopuri,Fastfood,20,5,100,Online,Mr.,Afternoon,4/20/2022,,,,,,,,,,,
847,8/14/2022,Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight,8/14/2022,,,,,,,,,,,
848,11-10-2022,Frankie,Fastfood,50,9,450,Cash,Mr.,Night,Tuesday,,,,,,,,,,,
849,11-03-2022,Cold coffee,Beverages,40,10,400,Cash,Mrs.,Night,Friday,,,,,,,,,,,
850,8/20/2022,Vadapav,Fastfood,20,3,60,Online,Mrs.,Afternoon,8/20/2022,,,,,,,,,,,
851,1/28/2023,Aalopuri,Fastfood,20,15,300,Online,Mrs.,Night,1/28/2023,,,,,,,,,,,
852,05-05-2022,Sugarcane juice,Beverages,25,8,200,Online,Mr.,Night,Thursday,,,,,,,,,,,
853,2/17/2023,Cold coffee,Beverages,40,3,120,Online,Mrs.,Midnight,2/17/2023,,,,,,,,,,,
854,10/14/2022,Cold coffee,Beverages,40,14,560,Online,Mrs.,Night,10/14/2022,,,,,,,,,,,
855,10/23/2022,Vadapav,Fastfood,20,5,100,Online,Mr.,Evening,10/23/2022,,,,,,,,,,,
856,05-04-2022,Aalopuri,Fastfood,20,11,220,Cash,Mrs.,Night,Tuesday,,,,,,,,,,,
857,11-08-2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Evening,Thursday,,,,,,,,,,,
858,11/22/2022,Cold coffee,Beverages,40,9,360,Cash,Mr.,Evening,11/22/2022,,,,,,,,,,,
859,10-08-2022,Sandwich,Fastfood,60,11,660,Cash,Mrs.,Midnight,Wednesday,,,,,,,,,,,
860,7/16/2022,Cold coffee,Beverages,40,5,200,Cash,Mr.,Night,7/16/2022,,,,,,,,,,,
861,1/24/2023,Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Night,1/24/2023,,,,,,,,,,,
862,03-10-2023,Frankie,Fastfood,50,7,350,Online,Mr.,Night,Tuesday,,,,,,,,,,,
863,09-08-2022,Frankie,Fastfood,50,9,450,Online,Mr.,Night,Tuesday,,,,,,,,,,,
864,8/20/2022,Cold coffee,Beverages,40,9,360,Online,Mr.,Morning,8/20/2022,,,,,,,,,,,
865,1/23/2023,Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Night,1/23/2023,,,,,,,,,,,
866,8/13/2022,Frankie,Fastfood,50,10,500,Online,Mr.,Midnight,8/13/2022,,,,,,,,,,,
867,1/26/2023,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight,1/26/2023,,,,,,,,,,,
868,8/17/2022,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Evening,8/17/2022,,,,,,,,,,,
869,6/26/2022,Panipuri,Fastfood,20,9,180,Online,Mr.,Midnight,6/26/2022,,,,,,,,,,,
870,10/31/2022,Cold coffee,Beverages,40,5,200,Online,Mrs.,Afternoon,10/31/2022,,,,,,,,,,,
871,12-07-2022,Vadapav,Fastfood,20,14,280,,Mrs.,Evening,Tuesday,,,,,,,,,,,
872,7/14/2022,Sandwich,Fastfood,60,12,720,Cash,Mr.,Afternoon,7/14/2022,,,,,,,,,,,
873,05-09-2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night,Monday,,,,,,,,,,,
874,05-09-2022,Cold coffee,Beverages,40,4,160,Cash,Mr.,Midnight,Monday,,,,,,,,,,,
875,08-05-2022,Vadapav,Fastfood,20,15,300,Cash,Mr.,Evening,Sunday,,,,,,,,,,,
876,06-10-2022,Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening,Thursday,,,,,,,,,,,
877,10/27/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Afternoon,10/27/2022,,,,,,,,,,,
878,08-12-2022,Sandwich,Fastfood,60,6,360,Online,Mr.,Evening,Thursday,,,,,,,,,,,
879,11-06-2022,Cold coffee,Beverages,40,9,360,Cash,Mrs.,Evening,Saturday,,,,,,,,,,,
880,6/25/2022,Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Morning,6/25/2022,,,,,,,,,,,
881,5/25/2022,Sandwich,Fastfood,60,2,120,Cash,Mr.,Midnight,5/25/2022,,,,,,,,,,,
882,4/23/2022,Panipuri,Fastfood,20,9,180,Online,Mr.,Morning,4/23/2022,,,,,,,,,,,
883,8/24/2022,Aalopuri,Fastfood,20,5,100,Online,Mrs.,Midnight,8/24/2022,,,,,,,,,,,
884,03-01-2023,Vadapav,Fastfood,20,12,240,Online,Mr.,Night,Tuesday,,,,,,,,,,,
885,10/16/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Evening,10/16/2022,,,,,,,,,,,
886,7/21/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Night,7/21/2022,,,,,,,,,,,
887,10/24/2022,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Morning,10/24/2022,,,,,,,,,,,
888,09-05-2022,Vadapav,Fastfood,20,8,160,Cash,Mr.,Evening,Monday,,,,,,,,,,,
889,04-12-2022,Vadapav,Fastfood,20,10,200,Online,Mr.,Midnight,Sunday,,,,,,,,,,,
890,03-03-2023,Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Morning,Friday,,,,,,,,,,,
891,12/27/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Midnight,12/27/2022,,,,,,,,,,,
892,7/14/2022,Sugarcane juice,Beverages,25,7,175,Online,Mrs.,Evening,7/14/2022,,,,,,,,,,,
893,7/13/2022,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Afternoon,7/13/2022,,,,,,,,,,,
894,3/19/2023,Sandwich,Fastfood,60,15,900,Cash,Mr.,Morning,3/19/2023,,,,,,,,,,,
895,01-03-2023,Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Afternoon,Wednesday,,,,,,,,,,,
896,10/30/2022,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Night,10/30/2022,,,,,,,,,,,
897,8/22/2022,Aalopuri,Fastfood,20,6,120,Online,Mr.,Morning,8/22/2022,,,,,,,,,,,
898,03-02-2023,Frankie,Fastfood,50,8,400,Cash,Mr.,Afternoon,Friday,,,,,,,,,,,
899,1/24/2023,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight,1/24/2023,,,,,,,,,,,
900,12-07-2022,Sugarcane juice,Beverages,25,9,225,Online,Mr.,Afternoon,Tuesday,,,,,,,,,,,
901,12/24/2022,Vadapav,Fastfood,20,7,140,Online,Mrs.,Morning,12/24/2022,,,,,,,,,,,
902,11/23/2022,Frankie,Fastfood,50,4,200,Online,Mr.,Afternoon,11/23/2022,,,,,,,,,,,
903,01-01-2023,Aalopuri,Fastfood,20,15,300,Online,Mr.,Night,Sunday,,,,,,,,,,,
904,03-12-2023,Aalopuri,Fastfood,20,4,80,Cash,Mrs.,Midnight,Sunday,,,,,,,,,,,
905,12/13/2022,Frankie,Fastfood,50,15,750,Cash,Mrs.,Midnight,12/13/2022,,,,,,,,,,,
906,04-04-2022,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon,Monday,,,,,,,,,,,
907,10/19/2022,Cold coffee,Beverages,40,4,160,,Mrs.,Midnight,10/19/2022,,,,,,,,,,,
908,03-06-2023,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night,Saturday,,,,,,,,,,,
909,2/21/2023,Cold coffee,Beverages,40,12,480,Online,Mrs.,Morning,2/21/2023,,,,,,,,,,,
910,10-09-2022,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Afternoon,Saturday,,,,,,,,,,,
911,04-09-2022,Sandwich,Fastfood,60,1,60,Cash,Mr.,Evening,Sunday,,,,,,,,,,,
912,9/17/2022,Aalopuri,Fastfood,20,6,120,Cash,Mr.,Evening,9/17/2022,,,,,,,,,,,
913,2/15/2023,Frankie,Fastfood,50,15,750,Online,Mr.,Evening,2/15/2023,,,,,,,,,,,
914,03-01-2023,Sandwich,Fastfood,60,14,840,Cash,Mr.,Night,Tuesday,,,,,,,,,,,
915,10-07-2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Afternoon,Sunday,,,,,,,,,,,
916,11/17/2022,Cold coffee,Beverages,40,15,600,,Mrs.,Afternoon,11/17/2022,,,,,,,,,,,
917,5/15/2022,Vadapav,Fastfood,20,15,300,Online,Mr.,Evening,5/15/2022,,,,,,,,,,,
918,11-12-2022,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening,Sunday,,,,,,,,,,,
919,01-03-2023,Vadapav,Fastfood,20,8,160,Online,Mrs.,Evening,Wednesday,,,,,,,,,,,
920,07-12-2022,Frankie,Fastfood,50,13,650,Online,Mr.,Evening,Wednesday,,,,,,,,,,,
921,9/21/2022,Vadapav,Fastfood,20,14,280,Cash,Mr.,Midnight,9/21/2022,,,,,,,,,,,
922,6/13/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Evening,6/13/2022,,,,,,,,,,,
923,5/30/2022,Cold coffee,Beverages,40,3,120,Online,Mr.,Morning,5/30/2022,,,,,,,,,,,
924,12/17/2022,Panipuri,Fastfood,20,14,280,Cash,Mr.,Afternoon,12/17/2022,,,,,,,,,,,
925,04-10-2022,Frankie,Fastfood,50,4,200,Online,Mrs.,Afternoon,Tuesday,,,,,,,,,,,
926,2/27/2023,Frankie,Fastfood,50,15,750,Cash,Mrs.,Afternoon,2/27/2023,,,,,,,,,,,
927,12-02-2022,Cold coffee,Beverages,40,6,240,,Mrs.,Evening,Saturday,,,,,,,,,,,
928,04-07-2022,Sandwich,Fastfood,60,11,660,Online,Mr.,Evening,Monday,,,,,,,,,,,
929,06-06-2022,Frankie,Fastfood,50,9,450,Online,Mrs.,Night,Monday,,,,,,,,,,,
930,11/27/2022,Sugarcane juice,Beverages,25,10,250,Online,Mr.,Night,11/27/2022,,,,,,,,,,,
931,6/26/2022,Aalopuri,Fastfood,20,15,300,Cash,Mr.,Afternoon,6/26/2022,,,,,,,,,,,
932,10/18/2022,Sandwich,Fastfood,60,9,540,Online,Mr.,Afternoon,10/18/2022,,,,,,,,,,,
933,1/21/2023,Sugarcane juice,Beverages,25,15,375,Online,Mrs.,Afternoon,1/21/2023,,,,,,,,,,,
934,9/19/2022,Cold coffee,Beverages,40,4,160,Cash,Mrs.,Afternoon,9/19/2022,,,,,,,,,,,
935,2/17/2023,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight,2/17/2023,,,,,,,,,,,
936,08-10-2022,Panipuri,Fastfood,20,2,40,,Mr.,Midnight,Saturday,,,,,,,,,,,
937,6/22/2022,Panipuri,Fastfood,20,4,80,Cash,Mr.,Night,6/22/2022,,,,,,,,,,,
938,08-10-2022,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Evening,Saturday,,,,,,,,,,,
939,2/19/2023,Vadapav,Fastfood,20,15,300,Online,Mr.,Midnight,2/19/2023,,,,,,,,,,,
940,02-07-2023,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Midnight,Sunday,,,,,,,,,,,
941,02-10-2023,Cold coffee,Beverages,40,10,400,Online,Mrs.,Morning,Monday,,,,,,,,,,,
942,7/20/2022,Frankie,Fastfood,50,6,300,Cash,Mr.,Night,7/20/2022,,,,,,,,,,,
943,6/30/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Night,6/30/2022,,,,,,,,,,,
944,05-12-2022,Aalopuri,Fastfood,20,2,40,Cash,Mr.,Midnight,Monday,,,,,,,,,,,
945,5/15/2022,Cold coffee,Beverages,40,2,80,Online,Mrs.,Afternoon,5/15/2022,,,,,,,,,,,
946,2/21/2023,Sandwich,Fastfood,60,8,480,Cash,Mr.,Midnight,2/21/2023,,,,,,,,,,,
947,8/16/2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Night,8/16/2022,,,,,,,,,,,
948,1/16/2023,Sandwich,Fastfood,60,10,600,Online,Mr.,Evening,1/16/2023,,,,,,,,,,,
949,01-07-2023,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Evening,Saturday,,,,,,,,,,,
950,9/25/2022,Frankie,Fastfood,50,6,300,Online,Mrs.,Evening,9/25/2022,,,,,,,,,,,
951,11-11-2022,Panipuri,Fastfood,20,11,220,Cash,Mrs.,Afternoon,Friday,,,,,,,,,,,
952,9/24/2022,Aalopuri,Fastfood,20,14,280,Cash,Mrs.,Evening,9/24/2022,,,,,,,,,,,
953,11-10-2022,Sandwich,Fastfood,60,2,120,Online,Mrs.,Afternoon,Tuesday,,,,,,,,,,,
954,1/31/2023,Aalopuri,Fastfood,20,3,60,Cash,Mrs.,Midnight,1/31/2023,,,,,,,,,,,
955,1/27/2023,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon,1/27/2023,,,,,,,,,,,
956,4/30/2022,Frankie,Fastfood,50,13,650,Online,Mr.,Morning,4/30/2022,,,,,,,,,,,
