order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,,received_by,time_of_sale,Day,,,,,,,,,,,,,,,,,,
616,15-07-2022,Vadapav,Fastfood,20,6,120,Online,Online,Mrs.,Midnight,Friday,,,,,,,,,,,,,,,,,,
617,28-06-2022,Sugarcane juice,Beverages,25,2,50,Cash,Cash,Mr.,Night,Tuesday,,,,,,,,,,,,,,,,,,
618,08-04-2022,Frankie,Fastfood,50,1,50,Online,Online,Mr.,Evening,Friday,,,,,,,,,,,,,,,,,,
619,09-09-2022,Sugarcane juice,Beverages,25,4,100,Cash,Cash,Mrs.,Morning,Friday,,,,,,,,,,,,,,,,,,
620,14-09-2022,Panipuri,Fastfood,20,12,240,Online,Online,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
621,13-02-2023,Aalopuri,Fastfood,20,2,40,Online,Online,Mrs.,Evening,Monday,,,,,,,,,,,,,,,,,,
622,14-12-2022,Panipuri,Fastfood,20,13,260,Online,Online,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
623,02-04-2022,Cold coffee,Beverages,40,15,600,Cash,Cash,Mr.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
624,08-03-2023,Sandwich,Fastfood,60,9,540,Cash,Cash,Mrs.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
625,17-06-2022,Sandwich,Fastfood,60,15,900,Online,Online,Mr.,Morning,Friday,,,,,,,,,,,,,,,,,,
626,01-02-2023,Cold coffee,Beverages,40,15,600,Cash,Cash,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
627,22-06-2022,Sugarcane juice,Beverages,25,15,375,Online,Online,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
628,02-05-2022,Cold coffee,Beverages,40,10,400,,Credit,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
629,20-01-2023,Sugarcane juice,Beverages,25,9,225,Cash,Cash,Mrs.,Evening,Friday,,,,,,,,,,,,,,,,,,
630,27-05-2022,Frankie,Fastfood,50,7,350,,Credit,Mrs.,Morning,Friday,,,,,,,,,,,,,,,,,,
631,01-07-2022,Cold coffee,Beverages,40,13,520,Cash,Cash,Mrs.,Evening,Friday,,,,,,,,,,,,,,,,,,
632,28-10-2022,Panipuri,Fastfood,20,9,180,Online,Online,Mrs.,Night,Friday,,,,,,,,,,,,,,,,,,
633,24-05-2022,Cold coffee,Beverages,40,3,120,Online,Online,Mr.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
634,26-07-2022,Panipuri,Fastfood,20,13,260,Cash,Cash,Mr.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
635,06-02-2023,Vadapav,Fastfood,20,15,300,Online,Online,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
636,26-04-2022,Cold coffee,Beverages,40,12,480,,Credit,Mr.,Morning,Tuesday,,,,,,,,,,,,,,,,,,
637,14-05-2022,Aalopuri,Fastfood,20,7,140,Cash,Cash,Mr.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
638,20-08-2022,Cold coffee,Beverages,40,11,440,Online,Online,Mrs.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
639,26-01-2023,Vadapav,Fastfood,20,14,280,Cash,Cash,Mrs.,Morning,Thursday,,,,,,,,,,,,,,,,,,
640,04-01-2023,Sandwich,Fastfood,60,15,900,Online,Online,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
641,09-02-2023,Vadapav,Fastfood,20,15,300,Cash,Cash,Mr.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
642,09-05-2022,Cold coffee,Beverages,40,10,400,Online,Online,Mrs.,Morning,Monday,,,,,,,,,,,,,,,,,,
643,20-10-2022,Sugarcane juice,Beverages,25,2,50,Cash,Cash,Mr.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
644,03-02-2023,Panipuri,Fastfood,20,5,100,Online,Online,Mrs.,Evening,Friday,,,,,,,,,,,,,,,,,,
645,26-07-2022,Sandwich,Fastfood,60,9,540,Cash,Cash,Mrs.,Night,Tuesday,,,,,,,,,,,,,,,,,,
646,30-08-2022,Vadapav,Fastfood,20,14,280,Online,Online,Mrs.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
647,05-06-2022,Vadapav,Fastfood,20,3,60,Cash,Cash,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
648,27-05-2022,Sandwich,Fastfood,60,7,420,Cash,Cash,Mr.,Night,Friday,,,,,,,,,,,,,,,,,,
649,05-11-2022,Frankie,Fastfood,50,9,450,Cash,Cash,Mr.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
650,07-04-2022,Sandwich,Fastfood,60,13,780,Online,Online,Mrs.,Morning,Thursday,,,,,,,,,,,,,,,,,,
651,11-07-2022,Sandwich,Fastfood,60,10,600,Online,Online,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
652,21-05-2022,Cold coffee,Beverages,40,13,520,Online,Online,Mrs.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
653,30-05-2022,Frankie,Fastfood,50,10,500,Online,Online,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
654,04-03-2023,Vadapav,Fastfood,20,9,180,Cash,Cash,Mrs.,Morning,Saturday,,,,,,,,,,,,,,,,,,
655,30-06-2022,Sugarcane juice,Beverages,25,12,300,Online,Online,Mr.,Morning,Thursday,,,,,,,,,,,,,,,,,,
656,28-11-2022,Sandwich,Fastfood,60,6,360,Online,Online,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
657,10-01-2023,Cold coffee,Beverages,40,7,280,,Credit,Mr.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
658,10-10-2022,Aalopuri,Fastfood,20,12,240,,Credit,Mrs.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
659,21-01-2023,Panipuri,Fastfood,20,2,40,Online,Online,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
660,25-07-2022,Sandwich,Fastfood,60,9,540,Cash,Cash,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
661,11-10-2022,Frankie,Fastfood,50,7,350,Online,Online,Mrs.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
662,15-02-2023,Panipuri,Fastfood,20,3,60,Online,Online,Mrs.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
663,05-02-2023,Sugarcane juice,Beverages,25,1,25,Online,Online,Mr.,Night,Sunday,,,,,,,,,,,,,,,,,,
664,31-10-2022,Frankie,Fastfood,50,10,500,Online,Online,Mrs.,Morning,Monday,,,,,,,,,,,,,,,,,,
665,06-05-2022,Aalopuri,Fastfood,20,14,280,Online,Online,Mrs.,Evening,Friday,,,,,,,,,,,,,,,,,,
666,25-01-2023,Panipuri,Fastfood,20,9,180,Cash,Cash,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
667,28-09-2022,Vadapav,Fastfood,20,3,60,Cash,Cash,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
668,11-05-2022,Aalopuri,Fastfood,20,4,80,Online,Online,Mr.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
669,18-03-2023,Sandwich,Fastfood,60,11,660,Online,Online,Mr.,Evening,Saturday,,,,,,,,,,,,,,,,,,
670,05-07-2022,Panipuri,Fastfood,20,15,300,Cash,Cash,Mr.,Night,Tuesday,,,,,,,,,,,,,,,,,,
671,09-10-2022,Sandwich,Fastfood,60,2,120,Online,Online,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
672,24-11-2022,Cold coffee,Beverages,40,3,120,,Credit,Mrs.,Evening,Thursday,,,,,,,,,,,,,,,,,,
673,17-09-2022,Sandwich,Fastfood,60,12,720,Cash,Cash,Mr.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
674,17-07-2022,Sugarcane juice,Beverages,25,13,325,,Credit,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
675,17-04-2022,Sandwich,Fastfood,60,12,720,Cash,Cash,Mr.,Night,Sunday,,,,,,,,,,,,,,,,,,
676,04-05-2022,Frankie,Fastfood,50,7,350,Cash,Cash,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
677,19-05-2022,Cold coffee,Beverages,40,3,120,Online,Online,Mrs.,Morning,Thursday,,,,,,,,,,,,,,,,,,
678,23-05-2022,Aalopuri,Fastfood,20,3,60,Online,Online,Mr.,Evening,Monday,,,,,,,,,,,,,,,,,,
679,02-11-2022,Sandwich,Fastfood,60,12,720,Online,Online,Mr.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
680,20-04-2022,Cold coffee,Beverages,40,4,160,Cash,Cash,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
681,09-12-2022,Frankie,Fastfood,50,9,450,Online,Online,Mrs.,Night,Friday,,,,,,,,,,,,,,,,,,
682,11-10-2022,Aalopuri,Fastfood,20,14,280,Online,Online,Mr.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
683,12-08-2022,Frankie,Fastfood,50,15,750,Cash,Cash,Mr.,Midnight,Friday,,,,,,,,,,,,,,,,,,
684,18-09-2022,Vadapav,Fastfood,20,5,100,Cash,Cash,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
685,20-05-2022,Aalopuri,Fastfood,20,3,60,Cash,Cash,Mrs.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
686,25-11-2022,Cold coffee,Beverages,40,5,200,Cash,Cash,Mr.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
687,18-12-2022,Vadapav,Fastfood,20,10,200,Cash,Cash,Mrs.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
688,14-05-2022,Frankie,Fastfood,50,5,250,Online,Online,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
689,13-08-2022,Vadapav,Fastfood,20,6,120,Cash,Cash,Mrs.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
690,05-10-2022,Vadapav,Fastfood,20,9,180,Cash,Cash,Mrs.,Night,Wednesday,,,,,,,,,,,,,,,,,,
691,01-04-2022,Sandwich,Fastfood,60,7,420,Cash,Cash,Mrs.,Evening,Friday,,,,,,,,,,,,,,,,,,
692,13-01-2023,Frankie,Fastfood,50,14,700,Online,Online,Mr.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
693,29-11-2022,Sugarcane juice,Beverages,25,13,325,Online,Online,Mrs.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
694,22-04-2022,Panipuri,Fastfood,20,14,280,Cash,Cash,Mr.,Midnight,Friday,,,,,,,,,,,,,,,,,,
695,24-08-2022,Panipuri,Fastfood,20,10,200,Online,Online,Mrs.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
696,23-02-2023,Sugarcane juice,Beverages,25,3,75,Online,Online,Mrs.,Evening,Thursday,,,,,,,,,,,,,,,,,,
697,05-05-2022,Sugarcane juice,Beverages,25,5,125,Cash,Cash,Mr.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
698,26-11-2022,Panipuri,Fastfood,20,10,200,Online,Online,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
699,09-09-2022,Cold coffee,Beverages,40,1,40,Online,Online,Mr.,Evening,Friday,,,,,,,,,,,,,,,,,,
700,15-11-2022,Frankie,Fastfood,50,6,300,Cash,Cash,Mrs.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
701,19-07-2022,Sugarcane juice,Beverages,25,14,350,Online,Online,Mrs.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
702,25-03-2023,Cold coffee,Beverages,40,13,520,Cash,Cash,Mrs.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
703,01-11-2022,Panipuri,Fastfood,20,10,200,Online,Online,Mrs.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
704,14-08-2022,Sandwich,Fastfood,60,1,60,Online,Online,Mrs.,Evening,Sunday,,,,,,,,,,,,,,,,,,
705,07-10-2022,Sandwich,Fastfood,60,6,360,Online,Online,Mr.,Evening,Friday,,,,,,,,,,,,,,,,,,
706,05-02-2023,Frankie,Fastfood,50,8,400,Online,Online,Mr.,Night,Sunday,,,,,,,,,,,,,,,,,,
707,16-12-2022,Panipuri,Fastfood,20,2,40,Online,Online,Mr.,Night,Friday,,,,,,,,,,,,,,,,,,
708,15-03-2023,Sandwich,Fastfood,60,5,300,Cash,Cash,Mrs.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
709,22-02-2023,Cold coffee,Beverages,40,6,240,Cash,Cash,Mr.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
710,15-03-2023,Sandwich,Fastfood,60,15,900,,Credit,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
711,30-10-2022,Aalopuri,Fastfood,20,3,60,Cash,Cash,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
712,17-12-2022,Vadapav,Fastfood,20,3,60,Online,Online,Mrs.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
713,02-12-2022,Sugarcane juice,Beverages,25,14,350,Online,Online,Mrs.,Morning,Friday,,,,,,,,,,,,,,,,,,
714,14-12-2022,Sugarcane juice,Beverages,25,14,350,Cash,Cash,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
715,12-04-2022,Sandwich,Fastfood,60,1,60,Online,Online,Mr.,Morning,Tuesday,,,,,,,,,,,,,,,,,,
716,03-12-2022,Panipuri,Fastfood,20,9,180,Cash,Cash,Mrs.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
717,11-10-2022,Sugarcane juice,Beverages,25,15,375,,Credit,Mrs.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
718,28-12-2022,Aalopuri,Fastfood,20,2,40,Online,Online,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
719,09-05-2022,Vadapav,Fastfood,20,15,300,Cash,Cash,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
720,10-05-2022,Frankie,Fastfood,50,14,700,Cash,Cash,Mrs.,Morning,Tuesday,,,,,,,,,,,,,,,,,,
721,13-08-2022,Panipuri,Fastfood,20,12,240,,Credit,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
722,14-09-2022,Vadapav,Fastfood,20,15,300,,Credit,Mr.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
723,16-02-2023,Cold coffee,Beverages,40,10,400,Online,Online,Mr.,Evening,Thursday,,,,,,,,,,,,,,,,,,
724,27-06-2022,Frankie,Fastfood,50,10,500,Cash,Cash,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
725,04-07-2022,Vadapav,Fastfood,20,6,120,Online,Online,Mrs.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
726,11-09-2022,Panipuri,Fastfood,20,1,20,Online,Online,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
727,25-08-2022,Aalopuri,Fastfood,20,5,100,Cash,Cash,Mrs.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
728,03-08-2022,Vadapav,Fastfood,20,1,20,Online,Online,Mr.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
729,24-11-2022,Sandwich,Fastfood,60,7,420,Cash,Cash,Mr.,Night,Thursday,,,,,,,,,,,,,,,,,,
730,28-06-2022,Frankie,Fastfood,50,13,650,Cash,Cash,Mrs.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
731,09-03-2023,Frankie,Fastfood,50,10,500,Cash,Cash,Mrs.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
732,13-06-2022,Panipuri,Fastfood,20,7,140,,Credit,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
733,03-02-2023,Frankie,Fastfood,50,10,500,Cash,Cash,Mr.,Evening,Friday,,,,,,,,,,,,,,,,,,
734,07-10-2022,Frankie,Fastfood,50,7,350,Cash,Cash,Mr.,Evening,Friday,,,,,,,,,,,,,,,,,,
735,10-08-2022,Panipuri,Fastfood,20,11,220,Cash,Cash,Mr.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
736,25-09-2022,Panipuri,Fastfood,20,13,260,,Credit,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
737,20-09-2022,Frankie,Fastfood,50,13,650,Online,Online,Mrs.,Night,Tuesday,,,,,,,,,,,,,,,,,,
738,01-03-2023,Sandwich,Fastfood,60,4,240,Online,Online,Mrs.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
739,06-06-2022,Aalopuri,Fastfood,20,11,220,Online,Online,Mr.,Night,Monday,,,,,,,,,,,,,,,,,,
740,30-07-2022,Aalopuri,Fastfood,20,9,180,Cash,Cash,Mr.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
741,16-07-2022,Aalopuri,Fastfood,20,5,100,Online,Online,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
742,18-11-2022,Panipuri,Fastfood,20,14,280,Online,Online,Mr.,Night,Friday,,,,,,,,,,,,,,,,,,
743,09-11-2022,Panipuri,Fastfood,20,1,20,Cash,Cash,Mr.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
744,25-06-2022,Frankie,Fastfood,50,10,500,Cash,Cash,Mrs.,Morning,Saturday,,,,,,,,,,,,,,,,,,
745,11-09-2022,Aalopuri,Fastfood,20,2,40,Online,Online,Mr.,Evening,Sunday,,,,,,,,,,,,,,,,,,
746,05-08-2022,Sugarcane juice,Beverages,25,5,125,Online,Online,Mrs.,Midnight,Friday,,,,,,,,,,,,,,,,,,
747,14-01-2023,Cold coffee,Beverages,40,3,120,Cash,Cash,Mrs.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
748,20-09-2022,Sandwich,Fastfood,60,14,840,Cash,Cash,Mrs.,Night,Tuesday,,,,,,,,,,,,,,,,,,
749,31-08-2022,Vadapav,Fastfood,20,11,220,Cash,Cash,Mr.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
750,01-02-2023,Frankie,Fastfood,50,1,50,Online,Online,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
751,16-09-2022,Vadapav,Fastfood,20,2,40,Cash,Cash,Mr.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
752,04-06-2022,Panipuri,Fastfood,20,2,40,Online,Online,Mrs.,Morning,Saturday,,,,,,,,,,,,,,,,,,
753,26-06-2022,Sugarcane juice,Beverages,25,1,25,Cash,Cash,Mr.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
754,29-12-2022,Sugarcane juice,Beverages,25,14,350,Cash,Cash,Mrs.,Evening,Thursday,,,,,,,,,,,,,,,,,,
755,02-01-2023,Aalopuri,Fastfood,20,12,240,Cash,Cash,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
756,21-10-2022,Sugarcane juice,Beverages,25,10,250,Online,Online,Mrs.,Morning,Friday,,,,,,,,,,,,,,,,,,
757,25-12-2022,Sugarcane juice,Beverages,25,11,275,Online,Online,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
758,25-09-2022,Vadapav,Fastfood,20,3,60,Cash,Cash,Mrs.,Evening,Sunday,,,,,,,,,,,,,,,,,,
759,25-12-2022,Sugarcane juice,Beverages,25,13,325,Online,Online,Mr.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
760,14-11-2022,Sugarcane juice,Beverages,25,1,25,Online,Online,Mrs.,Evening,Monday,,,,,,,,,,,,,,,,,,
761,12-11-2022,Sandwich,Fastfood,60,3,180,,Credit,Mrs.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
762,09-04-2022,Vadapav,Fastfood,20,12,240,Online,Online,Mrs.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
763,04-07-2022,Vadapav,Fastfood,20,14,280,,Credit,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
764,14-02-2023,Sandwich,Fastfood,60,7,420,Cash,Cash,Mrs.,Night,Tuesday,,,,,,,,,,,,,,,,,,
765,15-06-2022,Sandwich,Fastfood,60,13,780,Cash,Cash,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
766,19-06-2022,Sandwich,Fastfood,60,10,600,Online,Online,Mrs.,Morning,Sunday,,,,,,,,,,,,,,,,,,
767,26-02-2023,Frankie,Fastfood,50,8,400,Cash,Cash,Mrs.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
768,12-01-2023,Sandwich,Fastfood,60,14,840,Cash,Cash,Mr.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
769,07-06-2022,Frankie,Fastfood,50,8,400,Cash,Cash,Mr.,Morning,Tuesday,,,,,,,,,,,,,,,,,,
770,22-02-2023,Aalopuri,Fastfood,20,8,160,Cash,Cash,Mrs.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
771,15-08-2022,Panipuri,Fastfood,20,5,100,Online,Online,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
772,20-03-2023,Cold coffee,Beverages,40,9,360,Cash,Cash,Mr.,Evening,Monday,,,,,,,,,,,,,,,,,,
773,14-08-2022,Cold coffee,Beverages,40,7,280,Online,Online,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
774,15-03-2023,Vadapav,Fastfood,20,1,20,Online,Online,Mrs.,Night,Wednesday,,,,,,,,,,,,,,,,,,
775,27-03-2023,Sandwich,Fastfood,60,6,360,Cash,Cash,Mr.,Night,Monday,,,,,,,,,,,,,,,,,,
776,07-02-2023,Frankie,Fastfood,50,10,500,Cash,Cash,Mr.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
777,23-10-2022,Panipuri,Fastfood,20,13,260,Cash,Cash,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
778,11-06-2022,Frankie,Fastfood,50,13,650,Cash,Cash,Mr.,Evening,Saturday,,,,,,,,,,,,,,,,,,
779,16-01-2023,Sandwich,Fastfood,60,13,780,,Credit,Mr.,Night,Monday,,,,,,,,,,,,,,,,,,
780,27-11-2022,Sugarcane juice,Beverages,25,13,325,Online,Online,Mrs.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
781,27-05-2022,Aalopuri,Fastfood,20,10,200,Online,Online,Mr.,Midnight,Friday,,,,,,,,,,,,,,,,,,
782,16-12-2022,Aalopuri,Fastfood,20,5,100,Online,Online,Mr.,Night,Friday,,,,,,,,,,,,,,,,,,
783,29-04-2022,Aalopuri,Fastfood,20,8,160,Cash,Cash,Mr.,Morning,Friday,,,,,,,,,,,,,,,,,,
784,09-07-2022,Vadapav,Fastfood,20,8,160,Cash,Cash,Mrs.,Morning,Saturday,,,,,,,,,,,,,,,,,,
785,07-12-2022,Aalopuri,Fastfood,20,2,40,Online,Online,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
786,13-03-2023,Sandwich,Fastfood,60,14,840,Online,Online,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
787,25-03-2023,Aalopuri,Fastfood,20,2,40,Cash,Cash,Mrs.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
788,13-08-2022,Sugarcane juice,Beverages,25,7,175,Online,Online,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
789,03-08-2022,Sugarcane juice,Beverages,25,7,175,Cash,Cash,Mr.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
790,20-07-2022,Panipuri,Fastfood,20,3,60,Cash,Cash,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
791,07-04-2022,Vadapav,Fastfood,20,3,60,,Credit,Mr.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
792,25-02-2023,Vadapav,Fastfood,20,2,40,Cash,Cash,Mrs.,Morning,Saturday,,,,,,,,,,,,,,,,,,
793,30-08-2022,Sandwich,Fastfood,60,6,360,Cash,Cash,Mrs.,Night,Tuesday,,,,,,,,,,,,,,,,,,
794,02-10-2022,Sugarcane juice,Beverages,25,5,125,Online,Online,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
795,10-01-2023,Vadapav,Fastfood,20,9,180,Cash,Cash,Mr.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
796,25-06-2022,Sugarcane juice,Beverages,25,14,350,Online,Online,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
797,26-11-2022,Cold coffee,Beverages,40,11,440,Cash,Cash,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
798,22-05-2022,Frankie,Fastfood,50,12,600,,Credit,Mr.,Night,Sunday,,,,,,,,,,,,,,,,,,
799,11-01-2023,Panipuri,Fastfood,20,1,20,Online,Online,Mrs.,Night,Wednesday,,,,,,,,,,,,,,,,,,
800,06-11-2022,Cold coffee,Beverages,40,14,560,Cash,Cash,Mr.,Night,Sunday,,,,,,,,,,,,,,,,,,
801,28-04-2022,Aalopuri,Fastfood,20,7,140,Cash,Cash,Mrs.,Evening,Thursday,,,,,,,,,,,,,,,,,,
802,23-01-2023,Sandwich,Fastfood,60,7,420,Online,Online,Mrs.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
803,27-08-2022,Vadapav,Fastfood,20,5,100,,Credit,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
804,11-10-2022,Cold coffee,Beverages,40,12,480,Online,Online,Mrs.,Night,Tuesday,,,,,,,,,,,,,,,,,,
805,08-05-2022,Sugarcane juice,Beverages,25,1,25,Online,Online,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
806,23-05-2022,Vadapav,Fastfood,20,3,60,Online,Online,Mr.,Evening,Monday,,,,,,,,,,,,,,,,,,
807,13-06-2022,Frankie,Fastfood,50,1,50,Online,Online,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
808,21-09-2022,Panipuri,Fastfood,20,1,20,Online,Online,Mr.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
809,12-12-2022,Panipuri,Fastfood,20,10,200,Online,Online,Mr.,Evening,Monday,,,,,,,,,,,,,,,,,,
810,27-12-2022,Vadapav,Fastfood,20,3,60,Online,Online,Mr.,Morning,Tuesday,,,,,,,,,,,,,,,,,,
811,02-03-2023,Aalopuri,Fastfood,20,13,260,Cash,Cash,Mr.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
812,08-08-2022,Panipuri,Fastfood,20,5,100,Cash,Cash,Mr.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
813,13-10-2022,Panipuri,Fastfood,20,10,200,Online,Online,Mr.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
814,05-10-2022,Vadapav,Fastfood,20,13,260,Cash,Cash,Mrs.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
815,20-04-2022,Cold coffee,Beverages,40,12,480,Online,Online,Mrs.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
816,11-01-2023,Sugarcane juice,Beverages,25,11,275,Cash,Cash,Mr.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
817,21-05-2022,Aalopuri,Fastfood,20,12,240,Cash,Cash,Mrs.,Evening,Saturday,,,,,,,,,,,,,,,,,,
818,28-02-2023,Frankie,Fastfood,50,6,300,Cash,Cash,Mr.,Night,Tuesday,,,,,,,,,,,,,,,,,,
819,12-10-2022,Vadapav,Fastfood,20,10,200,Cash,Cash,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
820,24-02-2023,Aalopuri,Fastfood,20,3,60,,Credit,Mr.,Midnight,Friday,,,,,,,,,,,,,,,,,,
821,24-07-2022,Aalopuri,Fastfood,20,12,240,Cash,Cash,Mrs.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
822,17-06-2022,Panipuri,Fastfood,20,12,240,Online,Online,Mr.,Morning,Friday,,,,,,,,,,,,,,,,,,
823,13-02-2023,Panipuri,Fastfood,20,11,220,Online,Online,Mr.,Midnight,Monday,,,,,,,,,,,,,,,,,,
